search1_ w: 10 h: 10 n: 10 , 10
search1_ w: 10 h: 10 n: 10 , 31
search1_ w: 10 h: 10 n: 10 , 62
search1_ w: 10 h: 10 n: 10 , 104
search1_ w: 10 h: 10 n: 10 , 157
search1_ w: 10 h: 10 n: 10 , 219
search1_ w: 10 h: 10 n: 10 , 290
search1_ w: 10 h: 10 n: 10 , 372
search1_ w: 10 h: 10 n: 10 , 465
search1_ w: 10 h: 10 n: 10 , 568
search1_ w: 10 h: 500 n: 10 , 10
search1_ w: 10 h: 500 n: 10 , 32
search1_ w: 10 h: 500 n: 10 , 63
search1_ w: 10 h: 500 n: 10 , 104
search1_ w: 10 h: 500 n: 10 , 157
search1_ w: 10 h: 500 n: 10 , 219
search1_ w: 10 h: 500 n: 10 , 291
search1_ w: 10 h: 500 n: 10 , 374
search1_ w: 10 h: 500 n: 10 , 466
search1_ w: 10 h: 500 n: 10 , 570
search1_ w: 20 h: 10 n: 10 , 20
search1_ w: 20 h: 10 n: 10 , 61
search1_ w: 20 h: 10 n: 10 , 122
search1_ w: 20 h: 10 n: 10 , 204
search1_ w: 20 h: 10 n: 10 , 305
search1_ w: 20 h: 10 n: 10 , 426
search1_ w: 20 h: 10 n: 10 , 570
search1_ w: 20 h: 10 n: 10 , 732
search1_ w: 20 h: 10 n: 10 , 914
search1_ w: 20 h: 10 n: 10 , 1118
search1_ w: 20 h: 500 n: 10 , 20
search1_ w: 20 h: 500 n: 10 , 61
search1_ w: 20 h: 500 n: 10 , 123
search1_ w: 20 h: 500 n: 10 , 204
search1_ w: 20 h: 500 n: 10 , 305
search1_ w: 20 h: 500 n: 10 , 427
search1_ w: 20 h: 500 n: 10 , 570
search1_ w: 20 h: 500 n: 10 , 734
search1_ w: 20 h: 500 n: 10 , 919
search1_ w: 20 h: 500 n: 10 , 1123
search1_ w: 50 h: 10 n: 10 , 50
search1_ w: 50 h: 10 n: 10 , 151
search1_ w: 50 h: 10 n: 10 , 302
search1_ w: 50 h: 10 n: 10 , 504
search1_ w: 50 h: 10 n: 10 , 755
search1_ w: 50 h: 10 n: 10 , 1056
search1_ w: 50 h: 10 n: 10 , 1409
search1_ w: 50 h: 10 n: 10 , 1812
search1_ w: 50 h: 10 n: 10 , 2265
search1_ w: 50 h: 10 n: 10 , 2768
search1_ w: 50 h: 500 n: 10 , 50
search1_ w: 50 h: 500 n: 10 , 151
search1_ w: 50 h: 500 n: 10 , 301
search1_ w: 50 h: 500 n: 10 , 502
search1_ w: 50 h: 500 n: 10 , 753
search1_ w: 50 h: 500 n: 10 , 1056
search1_ w: 50 h: 500 n: 10 , 1408
search1_ w: 50 h: 500 n: 10 , 1810
search1_ w: 50 h: 500 n: 10 , 2263
search1_ w: 50 h: 500 n: 10 , 2766
search1_ w: 10 h: 10 n: 20 , 144
search1_ w: 10 h: 10 n: 20 , 351
search1_ w: 10 h: 10 n: 20 , 515
search1_ w: 10 h: 10 n: 20 , 545
search1_ w: 10 h: 10 n: 20 , 731
search1_ w: 10 h: 10 n: 20 , 814
search1_ w: 10 h: 10 n: 20 , 1020
search1_ w: 10 h: 10 n: 20 , 1061
search1_ w: 10 h: 10 n: 20 , 1195
search1_ w: 10 h: 10 n: 20 , 1289
search1_ w: 10 h: 500 n: 20 , 143
search1_ w: 10 h: 500 n: 20 , 348
search1_ w: 10 h: 500 n: 20 , 512
search1_ w: 10 h: 500 n: 20 , 542
search1_ w: 10 h: 500 n: 20 , 729
search1_ w: 10 h: 500 n: 20 , 811
search1_ w: 10 h: 500 n: 20 , 1017
search1_ w: 10 h: 500 n: 20 , 1058
search1_ w: 10 h: 500 n: 20 , 1191
search1_ w: 10 h: 500 n: 20 , 1283
search1_ w: 20 h: 10 n: 20 , 284
search1_ w: 20 h: 10 n: 20 , 690
search1_ w: 20 h: 10 n: 20 , 1015
search1_ w: 20 h: 10 n: 20 , 1076
search1_ w: 20 h: 10 n: 20 , 1439
search1_ w: 20 h: 10 n: 20 , 1601
search1_ w: 20 h: 10 n: 20 , 2006
search1_ w: 20 h: 10 n: 20 , 2086
search1_ w: 20 h: 10 n: 20 , 2351
search1_ w: 20 h: 10 n: 20 , 2535
search1_ w: 20 h: 500 n: 20 , 284
search1_ w: 20 h: 500 n: 20 , 691
search1_ w: 20 h: 500 n: 20 , 1016
search1_ w: 20 h: 500 n: 20 , 1077
search1_ w: 20 h: 500 n: 20 , 1442
search1_ w: 20 h: 500 n: 20 , 1605
search1_ w: 20 h: 500 n: 20 , 2008
search1_ w: 20 h: 500 n: 20 , 2089
search1_ w: 20 h: 500 n: 20 , 2353
search1_ w: 20 h: 500 n: 20 , 2535
search1_ w: 50 h: 10 n: 20 , 704
search1_ w: 50 h: 10 n: 20 , 1709
search1_ w: 50 h: 10 n: 20 , 2515
search1_ w: 50 h: 10 n: 20 , 2666
search1_ w: 50 h: 10 n: 20 , 3570
search1_ w: 50 h: 10 n: 20 , 3974
search1_ w: 50 h: 10 n: 20 , 4979
search1_ w: 50 h: 10 n: 20 , 5181
search1_ w: 50 h: 10 n: 20 , 5835
search1_ w: 50 h: 10 n: 20 , 6287
search1_ w: 50 h: 500 n: 20 , 705
search1_ w: 50 h: 500 n: 20 , 1712
search1_ w: 50 h: 500 n: 20 , 2516
search1_ w: 50 h: 500 n: 20 , 2666
search1_ w: 50 h: 500 n: 20 , 3572
search1_ w: 50 h: 500 n: 20 , 3976
search1_ w: 50 h: 500 n: 20 , 4982
search1_ w: 50 h: 500 n: 20 , 5184
search1_ w: 50 h: 500 n: 20 , 5838
search1_ w: 50 h: 500 n: 20 , 6312
search1_ w: 10 h: 10 n: 50 , 349
search1_ w: 10 h: 10 n: 50 , 864
search1_ w: 10 h: 10 n: 50 , 1040
search1_ w: 10 h: 10 n: 50 , 1367
search1_ w: 10 h: 10 n: 50 , 1727
search1_ w: 10 h: 10 n: 50 , 1769
search1_ w: 10 h: 10 n: 50 , 2141
search1_ w: 10 h: 10 n: 50 , 2640
search1_ w: 10 h: 10 n: 50 , 2805
search1_ w: 10 h: 10 n: 50 , 3290
search1_ w: 10 h: 500 n: 50 , 347
search1_ w: 10 h: 500 n: 50 , 859
search1_ w: 10 h: 500 n: 50 , 1033
search1_ w: 10 h: 500 n: 50 , 1363
search1_ w: 10 h: 500 n: 50 , 1724
search1_ w: 10 h: 500 n: 50 , 1766
search1_ w: 10 h: 500 n: 50 , 2135
search1_ w: 10 h: 500 n: 50 , 2630
search1_ w: 10 h: 500 n: 50 , 2794
search1_ w: 10 h: 500 n: 50 , 3277
search1_ w: 20 h: 10 n: 50 , 693
search1_ w: 20 h: 10 n: 50 , 1705
search1_ w: 20 h: 10 n: 50 , 2048
search1_ w: 20 h: 10 n: 50 , 2695
search1_ w: 20 h: 10 n: 50 , 3403
search1_ w: 20 h: 10 n: 50 , 3485
search1_ w: 20 h: 10 n: 50 , 4215
search1_ w: 20 h: 10 n: 50 , 5189
search1_ w: 20 h: 10 n: 50 , 5525
search1_ w: 20 h: 10 n: 50 , 6479
search1_ w: 20 h: 500 n: 50 , 688
search1_ w: 20 h: 500 n: 50 , 1699
search1_ w: 20 h: 500 n: 50 , 2042
search1_ w: 20 h: 500 n: 50 , 2691
search1_ w: 20 h: 500 n: 50 , 3401
search1_ w: 20 h: 500 n: 50 , 3482
search1_ w: 20 h: 500 n: 50 , 4212
search1_ w: 20 h: 500 n: 50 , 5183
search1_ w: 20 h: 500 n: 50 , 5508
search1_ w: 20 h: 500 n: 50 , 6459
search1_ w: 50 h: 10 n: 50 , 1710
search1_ w: 50 h: 10 n: 50 , 4220
search1_ w: 50 h: 10 n: 50 , 5073
search1_ w: 50 h: 10 n: 50 , 6681
search1_ w: 50 h: 10 n: 50 , 8438
search1_ w: 50 h: 10 n: 50 , 8639
search1_ w: 50 h: 10 n: 50 , 10449
search1_ w: 50 h: 10 n: 50 , 12858
search1_ w: 50 h: 10 n: 50 , 13660
search1_ w: 50 h: 10 n: 50 , 16021
search1_ w: 50 h: 500 n: 50 , 1708
search1_ w: 50 h: 500 n: 50 , 4222
search1_ w: 50 h: 500 n: 50 , 5075
search1_ w: 50 h: 500 n: 50 , 6682
search1_ w: 50 h: 500 n: 50 , 8440
search1_ w: 50 h: 500 n: 50 , 8641
search1_ w: 50 h: 500 n: 50 , 10451
search1_ w: 50 h: 500 n: 50 , 12861
search1_ w: 50 h: 500 n: 50 , 13664
search1_ w: 50 h: 500 n: 50 , 16027
search1_ w: 10 h: 10 n: 100 , 730
search1_ w: 10 h: 10 n: 100 , 1752
search1_ w: 10 h: 10 n: 100 , 2661
search1_ w: 10 h: 10 n: 100 , 3642
search1_ w: 10 h: 10 n: 100 , 3980
search1_ w: 10 h: 10 n: 100 , 4664
search1_ w: 10 h: 10 n: 100 , 4757
search1_ w: 10 h: 10 n: 100 , 4809
search1_ w: 10 h: 10 n: 100 , 4933
search1_ w: 10 h: 10 n: 100 , 5403
search1_ w: 10 h: 500 n: 100 , 724
search1_ w: 10 h: 500 n: 100 , 1747
search1_ w: 10 h: 500 n: 100 , 2655
search1_ w: 10 h: 500 n: 100 , 3635
search1_ w: 10 h: 500 n: 100 , 3973
search1_ w: 10 h: 500 n: 100 , 4661
search1_ w: 10 h: 500 n: 100 , 4754
search1_ w: 10 h: 500 n: 100 , 4805
search1_ w: 10 h: 500 n: 100 , 4928
search1_ w: 10 h: 500 n: 100 , 5398
search1_ w: 20 h: 10 n: 100 , 1437
search1_ w: 20 h: 10 n: 100 , 3462
search1_ w: 20 h: 10 n: 100 , 5262
search1_ w: 20 h: 10 n: 100 , 7201
search1_ w: 20 h: 10 n: 100 , 7869
search1_ w: 20 h: 10 n: 100 , 9224
search1_ w: 20 h: 10 n: 100 , 9406
search1_ w: 20 h: 10 n: 100 , 9507
search1_ w: 20 h: 10 n: 100 , 9748
search1_ w: 20 h: 10 n: 100 , 10684
